Date,Julian Day,Time,Air Temp,Site,Conductivity,Water Temp,pH,Salinity,Turbidity,DO,Chloride,Year
8/7/2018,219,9:31,23.89,WdCr,822,23.1,8.4,0.4,,7.07,,2018
6/3/2019,520,10:46,16.67,WdCr,700,15.1,8.08,0.34,3.68,9.42,62.89,2019
6/11/2019,527,10:35,18.33,WdCr,669,16.8,8.29,0.33,5.87,8.38,68.1,2019
6/19/2019,535,10:00,22.78,WdCr,703,19.2,8.16,0.34,3.94,7.98,70.7,2019
6/26/2019,542,9:33,22.33,WdCr,614,18.3,8.35,0.3,9.09,8.57,61.5,2019
7/1/2019,547,9:52,21.67,WdCr,612,18.6,8.08,0.3,8.38,7.9,41.56,2019
7/2/2019,548,9:35,26.11,WdCr,614,20.2,8.83,0.3,,8.38,66.02,2019
7/8/2019,554,9:40,22.22,WdCr,595,20,8.06,0.29,10.2,8.94,40.14,2019
7/9/2019,555,2:04,30,WdCr,618,24.5,8.36,0.3,9.47,8.01,51.61,2019
7/16/2019,562,11:06,26.67,WdCr,592,22,8.42,0.29,3.14,8.33,62.39,2019
7/23/2019,569,10:12,19.44,WdCr,654,19.2,8.02,0.32,,7.91,35.85,2019
7/26/2019,572,14:12,27.78,WdCr,710,22.3,8.54,0.35,,8.52,51.89,2019
7/30/2019,576,10:45,24.44,WdCr,664,21.1,8.33,0.32,2.44,7.73,47.94,2019
7/31/2019,577,10:24,22.22,WdCr,656,20.8,8.37,0.32,27.15,7.34,51.24,2019
8/5/2019,582,9:50,23.33,WdCr,710,20.8,8.32,0.35,2.08,7.15,50.37,2019
8/6/2019,583,10:29,25,WdCr,708,21.7,8.45,0.35,1.91,7.71,57.55,2019
8/20/2019,597,10:54,24.44,WdCr,760,22.7,8.17,0.37,9.46,5.76,,2019
8/21/2019,598,10:30,25,WdCr,745,23,8.13,0.36,2.44,4.76,,2019
8/28/2019,605,13:03,25,WdCr,639,22.1,8.38,0.31,6.44,5.6,,2019
6/5/2020,887,12:46,23.89,WdCr,680,18.9,7.94,0.33,,8.18,78.9,2020
6/10/2020,892,9:37,26.67,WdCr,741,21,8.2,0.36,5.55,7.49,,2020
6/17/2020,899,11:02,21.11,WdCr,786,17.9,8.48,0.39,10.21,8.51,,2020
6/22/2020,904,9:16,21.11,WdCr,808,21.3,8.42,0.4,,7.01,,2020
7/1/2020,913,9:34,23.89,WdCr,725,20.1,8.57,0.35,4.26,7.97,53.13,2020
7/9/2020,921,9:34,25.56,WdCr,778,23,8.6,0.38,13.38,7.22,59.74,2020
8/11/2020,954,9:28,21.11,WdCr,650,22.1,8.18,0.32,16.2,6.99,97.08,2020
9/2/2020,976,14:35,25,WdCr,635,23.1,8.67,0.31,23.3,7.03,86.69,2020
6/12/2021,1259,12:56,26,WdCr,747,21.6,8.31,0.37,2.03,4.87,116.88,2021
9/2/2021,1341,11:53,20.56,WdCr,623,18.1,8.46,0.3,20.3,8.31,57.18,2021
9/6/2021,1345,12:30,23.33,WdCr,647,19.1,8.5,0.32,4.89,8.45,64.98,2021
9/28/2021,1367,15:24,22.2,WdCr,623,18.6,8.47,0.3,9.24,8.06,50.79,2021
6/6/2018,157,11:13,15,WeCr03,504,17.1,8.82,0.2,,,,2018
6/28/2018,179,16:05,27.78,WeCr03,408,21.39,8.29,0.2,143.5,,,2018
7/3/2018,184,14:02,31.67,WeCr03,489,27.61,8.54,0.23,10.34,,,2018
7/9/2018,190,13:28,26.67,WeCr03,492,24.33,8.6,0.24,15.85,,,2018
7/11/2018,192,13:34,27.22,WeCr03,478.3,25.7,8.57,0.23,,10.67,,2018
7/17/2018,198,10:30,25.56,WeCr03,509,25.3,8.16,0.24,,6.53,,2018
7/24/2018,205,9:27,26.11,WeCr03,527,23.06,8.18,0.25,,,,2018
8/7/2018,219,9:21,23.89,WeCr03,478.6,24.2,8.36,0.23,,6.38,,2018
9/3/2018,246,15:11,32.22,WeCr03,517,27.9,8.33,0.25,,10.35,,2018
6/3/2019,520,10:30,16.67,WeCr03,446.1,18.8,7.88,0.22,13,7.53,21.51,2019
6/11/2019,527,10:17,18.33,WeCr03,462.5,19.5,7.98,0.22,23.02,7.05,27.39,2019
6/19/2019,535,9:43,22.78,WeCr03,434,21,7.95,0.21,48.33,6.74,34.27,2019
6/26/2019,542,9:14,22.33,WeCr03,396.8,21.6,8.2,0.19,31.88,6.48,34.69,2019
7/1/2019,547,9:32,21.11,WeCr03,418.1,22.9,7.99,0.2,13.6,4.69,24.87,2019
7/2/2019,548,10:15,26.11,WeCr03,440.2,23.6,8.47,0.21,,7.47,38.17,2019
7/8/2019,554,9:19,22.22,WeCr03,327.8,23.2,7.8,0.16,298.75,6.89,15.56,2019
7/9/2019,555,12:27,30,WeCr03,373.3,24,7.78,0.18,95.48,7.37,24.89,2019
7/16/2019,562,10:24,25,WeCr03,393.1,24.5,7.74,0.19,36.35,7.32,26.98,2019
7/25/2019,571,11:54,23.89,WeCr03,449.5,21.6,8.1,0.22,,8.07,15.79,2019
7/26/2019,572,13:10,27.78,WeCr03,483.7,23.3,8.48,0.23,,9.26,32.07,2019
7/30/2019,576,10:07,23.89,WeCr03,491.3,24.4,7.81,0.24,30.33,7.02,35.19,2019
7/31/2019,577,9:50,22.22,WeCr03,499.7,23.8,8.07,0.24,13.58,7.01,26.68,2019
8/5/2019,582,9:33,23.33,WeCr03,538,24.3,8.16,0.26,10.19,4.62,31.75,2019
8/6/2019,583,9:54,25,WeCr03,544,23.6,7.82,0.26,6.69,6.06,43.08,2019
8/20/2019,597,9:50,24.44,WeCr03,557,24.8,7.74,0.27,21.48,5.49,,2019
8/21/2019,598,9:11,23.33,WeCr03,566,24.8,7.91,0.27,24.35,3.8,,2019
8/28/2019,605,12:46,24.44,WeCr03,438.5,22.1,8.19,0.21,187,5.4,,2019
9/8/2019,616,12:54,21.67,WeCr03,529,22.5,7.7,0.26,,6.21,,2019
6/5/2020,887,12:29,21.67,WeCr03,458.7,21.2,7.79,0.22,,6.62,50.82,2020
6/10/2020,892,9:04,26.67,WeCr03,524,24,7.05,0.25,12.5,4.73,,2020
6/17/2020,899,10:42,18.89,WeCr03,464.5,20.5,8.09,0.22,22.63,6.92,,2020
6/22/2020,904,8:50,21.11,WeCr03,552,24.2,7.9,0.27,,5.43,,2020
7/1/2020,913,9:04,23.89,WeCr03,439.1,23,7.96,0.21,52.13,5.91,19.46,2020
7/9/2020,921,9:06,25.56,WeCr03,545,26,7.93,0.26,27.78,4.59,35.19,2020
7/29/2020,941,10:04,25.56,WeCr03,487.5,23.6,7.7,0.23,13.75,4.61,57.63,2020
8/3/2020,946,8:46,21.11,WeCr03,558,22.2,7.85,0.27,13.65,5.53,63.09,2020
8/11/2020,954,9:05,21.11,WeCr03,615,23.9,7.8,0.3,16.28,3.79,76.65,2020
8/19/2020,962,13:23,25,WeCr03,637,24,7.94,0.31,18.65,6.27,75.42,2020
8/26/2020,969,14:31,26.67,WeCr03,545,25.8,8.36,0.26,26.98,7.3,89.26,2020
9/2/2020,976,14:17,25,WeCr03,480.2,23.3,7.99,0.23,196.75,5.59,50.98,2020
9/9/2020,983,12:50,28.33,WeCr03,530,25,7.41,0.25,48.6,6.31,45.78,2020
9/16/2020,990,14:24,23.33,WeCr03,582,20.3,8,0.29,6.93,6.42,60.44,2020
9/23/2020,997,12:34,21.67,WeCr03,640,17.8,7.19,0.31,4.4,6.67,72.59,2020
9/30/2020,1004,12:21,15.56,WeCr03,646,16.9,7.9,0.32,11.06,7.36,65.38,2020
6/5/2021,1252,11:00,25.6,WeCr03,559,21.7,7.56,0.27,2.44,6.98,50.16,2021
6/12/2021,1259,11:00,21,WeCr03,486.3,22.9,8.08,0.23,30.68,6.47,45.56,2021
6/19/2021,1266,15:30,22.2,WeCr03,486.6,23.4,7.66,0.23,8.68,8.21,31.52,2021
6/24/2021,1271,13:22,24,WeCr03,220,18.7,8.04,0.1,150,8.45,10.67,2021
6/29/2021,1276,13:40,31,WeCr03,515,28.1,8.35,0.25,6.75,2.92,31.79,2021
7/11/2021,1288,10:24,23,WeCr03,402.2,22.6,8.03,,30.25,6.01,37.08,2021
7/22/2021,1299,10:32,28.9,WeCr03,523.8,21.9,8.11,,13.6,7.59,41.25,2021
7/29/2021,1306,10:13,23.89,WeCr03,546,24,7.84,,9.09,6.05,41.04,2021
8/22/2021,1330,10:26,26.7,WeCr03,465,23,8.15,,16.3,6.01,26.29,2021
9/2/2021,1341,11:37,20.56,WeCr03,291.6,19.3,7.9,0.14,140,7.82,11.76,2021
9/6/2021,1345,12:14,23.33,WeCr03,471.3,20.3,8.18,0.23,20.1,6.75,30.74,2021
9/11/2021,1350,12:00,20,WeCr03,486,19.1,8.37,0.23,4.83,8,31.57,2021
9/25/2021,1364,11:15,17.2,WeCr03,558.3,16,8.39,0.27,6,8.82,39.32,2021
9/28/2021,1367,15:02,22.2,WeCr03,525.1,18.9,7.91,0.25,101.6,5.91,31.69,2021
6/28/2018,179,16:36,28.33,WeCr07,475,22.61,8.53,0.23,41.88,,,2018
7/3/2018,184,15:26,32.22,WeCr07,518,28.28,8.47,0.25,25.75,,,2018
7/9/2018,190,14:15,27.22,WeCr07,533,24.67,8.57,0.26,6.19,,,2018
7/11/2018,192,14:30,27.78,WeCr07,496,25.2,8.55,0.24,,10.78,,2018
7/17/2018,198,11:56,26.11,WeCr07,544,24.3,8.36,0.26,,8.92,,2018
7/24/2018,205,10:22,26.67,WeCr07,568,21.83,8.35,0.27,,,,2018
8/7/2018,219,9:44,23.89,WeCr07,547,23.1,8.39,0.26,,7.41,,2018
9/3/2018,246,14:37,31.67,WeCr07,600,28,8.41,0.29,,12.46,,2018
6/3/2019,520,11:29,16.67,WeCr07,493.6,17.2,8.43,0.24,9.4,10.23,42.4,2019
6/11/2019,527,11:38,20.56,WeCr07,468.3,19.1,8.53,0.23,25,8.74,40.13,2019
6/19/2019,535,11:00,23.89,WeCr07,461.7,19.9,8.45,0.22,27.7,8.48,47.48,2019
6/26/2019,542,10:29,25.56,WeCr07,441.6,20.2,8.59,0.21,15.72,8.7,46.95,2019
7/1/2019,547,10:35,23.33,WeCr07,477.6,20.4,8.4,0.23,5.16,9.32,40.16,2019
7/2/2019,548,12:23,31.11,WeCr07,465.5,24,8.24,0.22,,10.34,43,2019
7/8/2019,554,10:21,23.89,WeCr07,378.1,22.4,8.29,0.18,100.5,8.12,30.7,2019
7/9/2019,555,2:59,30,WeCr07,427,27.5,8.6,0.2,22.9,8.11,34.3,2019
7/16/2019,562,11:32,26.67,WeCr07,478.1,23.9,8.57,0.23,10.5,10.3,42.06,2019
7/23/2019,569,10:37,19.44,WeCr07,396.2,20.7,8.3,0.19,,7.75,23.35,2019
7/31/2019,577,11:21,23.89,WeCr07,525.7,22.3,8.67,0.25,4.48,6.08,44.22,2019
8/5/2019,582,10:23,25.56,WeCr07,573,21.5,8.63,0.28,4.48,6.62,55.2,2019
8/21/2019,598,11:02,25,WeCr07,619,23.8,8.14,0.3,5.21,7.35,,2019
8/28/2019,605,13:32,25,WeCr07,434.2,22.1,8.47,0.21,355,6.22,,2019
9/8/2019,616,13:35,22.78,WeCr07,594,21.3,8.31,0.29,,7.83,,2019
6/5/2020,887,13:13,23.89,WeCr07,434.2,20.1,8.28,0.21,,7.44,58.14,2020
6/10/2020,892,10:23,26.67,WeCr07,508.8,22.1,8.29,0.25,7.26,8.48,,2020
6/17/2020,899,11:15,21.11,WeCr07,454.4,18.3,8.48,0.22,8.07,8.5,,2020
6/22/2020,904,9:54,23.33,WeCr07,561,21.7,8.42,0.27,,7.88,,2020
7/1/2020,913,10:09,26.67,WeCr07,496.7,21,8.5,0.24,14.45,7.67,28.47,2020
7/9/2020,921,10:17,28.33,WeCr07,587,23.6,8.63,0.28,6.07,6.99,35.96,2020
8/3/2020,946,9:20,21.11,WeCr07,552,20.6,8.24,0.27,16,7.4,60.64,2020
8/11/2020,954,9:45,21.11,WeCr07,571,22.4,8.12,0.28,24.75,6.28,78.31,2020
8/19/2020,962,13:46,25,WeCr07,560,27.1,8.63,0.27,5.79,8,81.74,2020
8/26/2020,969,14:53,29.44,WeCr07,598,25.5,8.66,0.29,13.15,9.09,88.57,2020
9/2/2020,976,14:48,25,WeCr07,474.8,22.6,8.28,0.23,78.9,7.62,47.91,2020
9/9/2020,983,13:17,28.33,WeCr07,607,23.4,7.88,0.29,30.4,5.02,62.3,2020
9/16/2020,990,14:53,23.33,WeCr07,656,19.5,9.08,0.32,2.93,8.19,62.59,2020
9/23/2020,997,12:57,21.67,WeCr07,705,14.4,8.22,0.35,1.42,9.52,80.85,2020
9/30/2020,1004,12:40,15.56,WeCr07,665,15.8,8.27,0.33,2.44,8.57,66.65,2020
6/3/2019,520,11:40,16.67,WeCr09,383.9,19.1,8.44,0.18,13.5,8.04,25.47,2019
6/11/2019,527,11:48,20.56,WeCr09,432.3,20.8,8.57,0.21,7.32,6.92,25.75,2019
6/19/2019,535,11:10,23.89,WeCr09,389.7,21.7,8.5,0.19,85.78,5.91,35.24,2019
6/26/2019,542,10:38,25.56,WeCr09,373.1,22.1,8.62,0.18,33.35,6.23,34.4,2019
7/1/2019,547,10:46,23.89,WeCr09,401.1,22.2,8.4,0.19,11.18,5.89,25.34,2019
7/3/2019,549,10:56,25.56,WeCr09,380,24.8,8.54,0.18,,6.71,30.17,2019
7/8/2019,554,10:31,23.89,WeCr09,314.7,23.3,8.28,0.15,228.75,6.33,21.65,2019
7/10/2019,556,1:46,30.56,WeCr09,406,28.1,8.41,0.19,44.63,9.14,23.71,2019
7/17/2019,563,11:00,25.56,WeCr09,380.4,24.1,8.26,0.18,138.5,6.5,17.43,2019
7/31/2019,577,11:42,25,WeCr09,431,24.9,8.55,0.21,46.45,6.07,23.72,2019
8/5/2019,582,10:50,25.56,WeCr09,431.2,25.1,8.53,0.21,4.55,6.08,23.67,2019
8/21/2019,598,11:49,25,WeCr09,476.4,26.2,8.01,0.23,4.87,4.94,,2019
8/28/2019,605,13:42,25,WeCr09,250.7,23.6,8.41,0.12,158,4.43,,2019
6/5/2020,887,13:23,23.89,WeCr09,417.5,22.5,8.19,0.2,,5.86,39.7,2020
6/10/2020,892,10:39,27.2,WeCr09,462.9,24.9,8.12,0.22,12.78,4.22,,2020
6/17/2020,899,11:23,21.11,WeCr09,496.2,20.5,8.27,0.24,10,6.86,,2020
6/22/2020,904,10:08,23.33,WeCr09,509,25,8.08,0.24,,4.18,,2020
7/1/2020,913,10:22,26.67,WeCr09,397.1,23.5,8.14,0.19,41.08,5.31,13.85,2020
7/9/2020,921,10:34,28.33,WeCr09,500,26.4,8.27,0.24,25.33,4.53,22.68,2020
7/29/2020,941,10:50,25.56,WeCr09,429.7,24.6,8.22,0.21,14.5,8.33,39.54,2020
8/3/2020,946,9:33,21.11,WeCr09,558,22.6,8.28,0.27,11.08,5.31,53.25,2020
8/11/2020,954,9:57,21.11,WeCr09,505,24.8,7.99,0.24,15.98,3.57,63.55,2020
8/19/2020,962,13:55,25,WeCr09,358.1,25.2,8.9,0.17,12.85,8.18,46.32,2020
8/26/2020,969,15:02,29.44,WeCr09,519,26.5,8.86,0.25,16.5,8.99,69.97,2020
9/2/2020,976,14:57,25,WeCr09,510,24.2,7.75,0.25,85.4,4.51,50.09,2020
9/9/2020,983,13:26,28.33,WeCr09,326,24.9,8.06,0.15,57.4,5.93,31.1,2020
9/16/2020,990,15:06,23.33,WeCr09,498.8,20.9,8.78,0.24,12.63,5.95,38.15,2020
9/23/2020,997,13:07,21.67,WeCr09,529.4,16.6,8.16,0.26,11.23,6.56,47.46,2020
9/30/2020,1004,12:58,15.56,WeCr09,540.2,17.4,8.16,0.26,7.54,6.63,54.48,2020
6/5/2021,1252,14:30,29,WeCr09,548,25,8.23,0.26,3.89,7.57,29.15,2021
6/12/2021,1259,13:50,26,WeCr09,456.5,25.5,8.2,0.22,24,3.87,37.61,2021
6/19/2021,1266,16:42,23,WeCr09,419.2,23.8,8.25,0.2,5.79,7.62,23.27,2021
6/26/2021,1273,12:27,28,WeCr09,426.9,23.2,8.09,0.2,15.55,4.2,19.34,2021
7/2/2021,1279,12:05,21,WeCr09,402.3,21.6,8.15,,63.3,7.43,213,2021
7/11/2021,1288,12:00,28,WeCr09,544,23.7,8.23,,9.05,6.09,26.37,2021
7/15/2021,1292,11:39,26,WeCr09,513,25.1,8.19,,16.5,6.07,26.38,2021
7/22/2021,1299,12:27,28.9,WeCr09,482.3,23.1,8.12,,17.3,6.51,26.28,2021
7/29/2021,1306,10:45,24.44,WeCr09,455.9,23.9,8.11,,7.15,4.93,24.44,2021
8/22/2021,1330,11:34,27.8,WeCr09,417.2,23.5,8.21,,20,6.33,19.04,2021
9/2/2021,1341,12:08,21.67,WeCr09,286.2,20.3,7.93,0.14,73.8,5.78,12.54,2021
9/6/2021,1345,12:46,23.33,WeCr09,434.1,20.7,8.39,0.21,10.3,8.14,20.65,2021
9/11/2021,1350,13:28,20,WeCr09,440.3,20.3,8.52,0.21,4.06,9.23,21.07,2021
9/25/2021,1364,12:31,17.2,WeCr09,532.7,16.8,7.95,0.26,59.3,7.87,32.14,2021
9/29/2021,1368,9:47,14.4,WeCr09,526,16.9,8.18,0.26,74.75,6.49,25.24,2021
6/21/2019,537,12:30,22.78,WeCr11,304.3,18.8,8.34,0.15,,8.55,26.51,2019
6/27/2019,543,11:42,27.22,WeCr11,485.1,22.3,8.6,0.23,,8.98,66.72,2019
7/2/2019,548,12:48,31.11,WeCr11,479.4,24.2,8.45,0.23,,10.59,55.54,2019
7/8/2019,554,11:43,24.44,WeCr11,388.1,22.6,8.33,0.19,67.73,8.49,33.26,2019
7/12/2019,558,11:56,24.44,WeCr11,357.6,21.9,8.59,0.17,105.3,9.15,30.42,2019
7/17/2019,563,11:15,25.56,WeCr11,484.2,22.9,8.27,0.23,17.85,7.54,37.01,2019
7/31/2019,577,12:46,25,WeCr11,509.4,23.6,8.73,0.25,4.75,11.5,36.48,2019
8/5/2019,582,11:31,25.56,WeCr11,563,22.7,8.61,0.27,4.65,4.6,51.97,2019
8/21/2019,598,11:11,25,WeCr11,622,23.9,8.13,0.3,4.78,5.99,,2019
8/28/2019,605,13:53,25,WeCr11,443.7,22.1,8.47,0.21,223.25,4.01,,2019
6/5/2020,887,13:33,23.89,WeCr11,436,20.2,8.35,0.21,,8.14,62.46,2020
6/10/2020,892,11:08,27.2,WeCr11,510,22.4,8.31,0.25,9.08,7.1,,2020
6/17/2020,899,11:34,21.11,WeCr11,539,18.5,8.41,0.26,24.93,9.3,,2020
6/22/2020,904,10:22,23.33,WeCr11,557,21.9,8.45,0.27,,7.97,,2020
7/1/2020,913,10:38,26.67,WeCr11,507.5,21.3,8.49,0.25,13.13,7.18,26.99,2020
7/9/2020,921,10:53,28.33,WeCr11,587,23.9,8.6,0.28,25.48,6.5,34.8,2020
7/29/2020,941,11:12,25.56,WeCr11,509.7,22.7,8.29,0.25,6.71,6.48,52.12,2020
8/3/2020,946,9:49,23.89,WeCr11,553,20.7,8.25,0.27,10.7,6.93,65.01,2020
8/11/2020,954,10:11,22.22,WeCr11,648,22.4,8.13,0.31,11.78,5.6,73.03,2020
8/19/2020,962,14:06,25,WeCr11,701,24.6,8.6,0.34,7.85,7.37,72.41,2020
9/2/2020,976,15:09,25,WeCr11,477.5,22.8,8.23,0.23,181,6.69,48.12,2020
9/16/2020,990,15:22,23.33,WeCr11,641,20.5,9.21,0.31,15.2,7.95,58.33,2020
9/23/2020,997,13:18,21.67,WeCr11,696,16.3,8.25,0.34,11.38,9.26,72.69,2020
9/30/2020,1004,13:09,15.56,WeCr11,655,16.7,8.28,0.32,2.97,8.66,62.33,2020
6/5/2021,1252,15:00,31,WeCr11,659,24.4,8.3,0.27,2.01,8.79,79.14,2021
6/12/2021,1259,14:12,26,WeCr11,542,24.8,8.38,0.26,7.12,3.83,73.29,2021
6/19/2021,1266,17:25,22.5,WeCr11,602,22.7,8.39,0.29,2.6,9.08,65.37,2021
6/26/2021,1273,12:41,28,WeCr11,638,23.4,8.4,0.31,4.69,4.09,74.73,2021
7/2/2021,1279,12:55,21,WeCr11,475,19.1,8.06,,42.73,8.75,36.34,2021
7/11/2021,1288,12:14,27,WeCr11,594,23.3,8.45,,8.09,10.2,50.05,2021
7/15/2021,1292,11:53,26,WeCr11,497.7,22.6,8.26,,11.63,8.69,37.45,2021
7/22/2021,1299,12:44,28.9,WeCr11,547,21,8.4,,4.43,10.23,44.71,2021
7/29/2021,1306,10:55,24.44,WeCr11,594,21.6,8.29,,3.1,8.77,50.31,2021
8/22/2021,1330,11:50,27.8,WeCr11,542,22.7,8.34,,28.73,9.03,35.38,2021
9/2/2021,1341,12:20,21.67,WeCr11,375.8,19,8.2,0.18,31.9,8.38,28.41,2021
9/6/2021,1345,12:57,23.89,WeCr11,505.3,20.1,8.45,0.24,20.6,8.63,43.88,2021
9/11/2021,1350,13:42,20,WeCr11,515.6,19,8.56,0.25,1.88,10.94,50.6,2021
9/25/2021,1364,12:45,17.2,WeCr11,577.9,16.2,8.64,0.28,3.03,11.34,60.46,2021
9/29/2021,1368,10:08,14.4,WeCr11,529.3,15.6,8.35,0.26,11.78,9.04,38.32,2021
6/21/2019,537,9:55,18.89,WrCr,277.6,16.2,8.03,0.13,,9.14,2,2019
6/28/2019,544,10:16,25.56,WrCr,384,18,8.37,0.18,,8.63,5.44,2019
7/4/2019,550,11:01,25.56,WrCr,397.1,20,8.58,0.19,,7.72,6.07,2019
7/12/2019,558,9:17,20.56,WrCr,326.4,18.6,8.64,0.16,65.85,9.24,3.61,2019
7/29/2019,575,9:00,23.89,WrCr,447.5,18.8,8.45,0.21,54.95,7.75,5.06,2019
8/7/2019,584,9:11,20,WrCr,407.3,19.2,8.48,0.2,58.6,7.2,2.3,2019
8/30/2019,607,13:49,27.78,WrCr,447.1,18.6,8.25,0.22,,6.46,,2020
9/18/2019,626,11:20,21.11,WrCr,486.8,16,8.13,0.24,17.33,7.25,,2020
6/5/2020,887,10:16,20.56,WrCr,414.4,16.9,8.23,0.2,,6.84,9.36,2020
6/9/2020,891,10:20,23.56,WrCr,433.1,15.2,8.12,0.21,,8.85,,2020
6/17/2020,899,8:27,16.67,WrCr,444.7,14.4,8.25,0.22,58.9,9.56,,2020
6/23/2020,905,8:26,21.11,WrCr,438.4,17.9,8.25,0.21,,7.77,,2020
6/29/2020,911,8:59,20.56,WrCr,433.7,17.8,8.29,0.21,45.83,7.96,2.82,2020
7/8/2020,920,8:30,21.67,WrCr,420.7,18.9,8.22,0.21,,7.89,3.07,2020
8/4/2020,947,9:29,21.11,WrCr,470.1,18.7,8.2,0.23,36.33,6.57,8.89,2020
8/12/2020,955,9:18,23.89,WrCr,484.8,19.1,8.22,0.23,22.08,6.06,7.76,2020
8/19/2020,962,11:41,23.59,WrCr,476.7,17.3,8.25,0.23,19.85,6.12,11.6,2020
8/26/2020,969,12:08,23.89,WrCr,475.7,18.5,8.16,0.23,25.2,6.58,10.31,2020
9/2/2020,976,11:52,24.44,WrCr,390.7,20.4,8.03,0.19,50.5,6.97,5.44,2020
9/9/2020,983,14:52,29.44,WrCr,453.1,19.6,8.22,0.22,58.2,6.16,4.99,2020
9/16/2020,990,16:21,24.44,WrCr,481.2,16,8.92,0.23,28.1,6.74,7.94,2020
9/23/2020,997,14:54,23.89,WrCr,465.5,12.9,8.07,0.23,11.25,7.7,7.11,2020
9/30/2020,1004,14:40,16.67,WrCr,445.3,14.1,8.08,0.22,15.98,6.55,5.63,2020
6/11/2021,1258,11:20,22,WrCr,454.3,18.7,7.91,0.22,44.33,6.46,10.55,2021
6/17/2021,1264,11:13,19,WrCr,454.8,13.7,7.99,0.22,30.53,7.26,22.66,2021
6/24/2021,1271,11:21,22,WrCr,452.7,15.1,7.96,0.22,28.38,8.07,6.61,2021
6/29/2021,1276,11:38,30,WrCr,470.5,20.4,7.99,0.23,172,5.2,8.61,2021
7/6/2021,1283,11:22,29,WrCr,450.2,19.8,8.04,,23.58,6.83,4.06,2021
7/13/2021,1290,11:35,26,WrCr,320.5,19.5,8.03,,81.95,8.22,2.25,2021
7/21/2021,1298,17:35,23.8,WrCr,457.9,21.6,8,,15.6,5.79,4.85,2021
7/29/2021,1306,12:09,24.44,WrCr,449.5,19.4,8.23,,52.1,7.95,5.43,2021
8/18/2021,1326,11:16,23.9,WrCr,220.1,19.9,7.93,,481.5,8.49,1.88,2021
9/2/2021,1341,14:08,22.78,WrCr,322.6,17.7,8.24,0.15,26.9,7.97,5.36,2021
9/6/2021,1345,14:32,25,WrCr,410.3,18.1,8.23,0.2,15.5,8.25,6.7,2021
9/12/2021,1351,12:30,23.8,WrCr,436.1,17.7,8.1,0.21,11.01,7.35,6.02,2021
9/21/2021,1360,13:18,24.4,WrCr,483.9,19.5,8.11,0.23,8.76,6.4,7.45,2021